CustomerId,CustomerName,Country,City,TotalSpend,PurchaseCount,FirstPurchaseDate,LastPurchaseDate,ValueTier,PrimaryGenre
189,Alice Morel,France,Nice,114.31,14,2024-07-18 00:00:00,2025-11-13 00:00:00,Platinum,Latin
190,Bruno Vieira,Brazil,Salvador,92.35999999999999,12,2024-08-17 00:00:00,2025-12-27 00:00:00,Gold,Rock
191,Abigail Roy,Canada,London,45.13,7,2023-04-24 00:00:00,2023-12-23 00:00:00,Silver,Rock
192,Ella Walker,United Kingdom,Cardiff,70.03,10,2023-03-23 00:00:00,2024-02-13 00:00:00,Gold,Metal
193,Camila González,Colombia,Cartagena,269.89,38,2022-03-24 00:00:00,2025-12-07 00:00:00,Platinum,Latin
194,Robert Hill,USA,Louisville,14.899999999999999,2,2025-06-28 00:00:00,2025-08-18 00:00:00,Bronze,Alternative & Punk
195,Ava Walker,United Kingdom,London,66.25,8,2022-12-20 00:00:00,2024-02-26 00:00:00,Gold,Metal
196,Lily Walker,United Kingdom,Glasgow,144.56000000000003,23,2020-09-16 00:00:00,2023-06-06 00:00:00,Platinum,Rock
197,Inès Vincent,France,Nantes,43.58,7,2020-08-04 00:00:00,2020-12-28 00:00:00,Silver,Metal
198,Julia Carvalho,Brazil,Belém,88.39999999999999,9,2024-12-02 00:00:00,2025-12-07 00:00:00,Gold,Rock
199,Harper Leblanc,Canada,Saskatoon,44.7,5,2025-04-21 00:00:00,2025-12-05 00:00:00,Silver,Rock
200,Amelia Wright,United Kingdom,Belfast,46.83,7,2023-10-03 00:00:00,2024-03-26 00:00:00,Silver,Blues
201,Paul Nelson,USA,Los Angeles,11.879999999999999,2,2020-12-28 00:00:00,2021-01-28 00:00:00,Bronze,Rock
202,Rodrigo Lima,Brazil,Belém,66.81,7,2024-08-10 00:00:00,2025-01-24 00:00:00,Gold,Metal
203,Emma Van Leeuwen,Netherlands,Nijmegen,26.33,3,2025-08-28 00:00:00,2025-11-28 00:00:00,Bronze,Rock
204,Sofia Johnson,Canada,Calgary,86.94000000000001,11,2023-10-12 00:00:00,2025-01-16 00:00:00,Gold,Rock
205,Theo Carvalho,Brazil,Belém,127.03,16,2024-04-03 00:00:00,2025-12-12 00:00:00,Platinum,Blues
206,Luca Zimmermann,Germany,Stuttgart,68.53999999999999,7,2025-04-19 00:00:00,2025-11-28 00:00:00,Gold,Alternative & Punk
207,Manuela Costa,Brazil,Guarulhos,48.77,8,2021-12-09 00:00:00,2022-12-14 00:00:00,Silver,Latin
208,Nuno Alves,Portugal,Funchal,44.62,6,2022-12-28 00:00:00,2023-07-21 00:00:00,Silver,Rock
209,Linda Johnson,USA,Los Angeles,42.739999999999995,4,2021-07-02 00:00:00,2021-11-28 00:00:00,Silver,Drama
210,Hannah Schwarz,Germany,Munich,74.70000000000002,10,2024-12-24 00:00:00,2025-11-04 00:00:00,Gold,Rock
211,James Garcia,USA,Indianapolis,177.77,21,2024-04-18 00:00:00,2025-12-17 00:00:00,Platinum,Rock
212,Sharon King,USA,Chicago,112.01000000000002,16,2024-03-17 00:00:00,2025-12-10 00:00:00,Platinum,Rock
213,Amelia Leblanc,Canada,Halifax,217.73,25,2020-10-22 00:00:00,2023-01-19 00:00:00,Platinum,Sci Fi & Fantasy
214,Nathan Simon,France,Rennes,47.68,6,2025-06-14 00:00:00,2025-10-28 00:00:00,Silver,Metal
215,Paul Smith,USA,San Diego,106.98999999999998,16,2022-03-18 00:00:00,2023-11-28 00:00:00,Platinum,Rock
216,Barbara Adams,USA,Seattle,155.96999999999997,19,2023-10-21 00:00:00,2025-08-16 00:00:00,Platinum,Rock
217,Benjamin Lee,Canada,Surrey,3.27,1,2022-05-18 00:00:00,2022-05-18 00:00:00,Bronze,Blues
218,Karen Flores,USA,Louisville,37.410000000000004,5,2024-04-19 00:00:00,2024-10-16 00:00:00,Bronze,Bossa Nova
219,Jonas Klein,Germany,Cologne,82.94999999999999,9,2025-04-01 00:00:00,2025-12-19 00:00:00,Gold,Rock
220,William Miller,USA,Las Vegas,38.18,4,2022-01-23 00:00:00,2022-04-03 00:00:00,Bronze,Rock
221,Patricia Wilson,USA,Dallas,185.20000000000002,28,2022-12-10 00:00:00,2025-09-24 00:00:00,Platinum,Metal
222,Yuna Matsumoto,Japan,Kyoto,34.85,4,2024-11-21 00:00:00,2025-03-03 00:00:00,Bronze,Latin
